13-278 spi-1: DF
1998-2263 spi-1: CF
3983-4247 spi-1: 3C
89689-89953 spi-1: 34
91673-91938 spi-1: BD
93658-93923 spi-1: EB
95808-96073 spi-1: FF
97661-97925 spi-1: FE
99645-99910 spi-1: DF
101630-101896 spi-1: CF
103615-103879 spi-1: 3C
191338-191603 spi-1: 34
193290-193556 spi-1: BD
195275-195539 spi-1: EB
197425-197689 spi-1: FF
199277-199542 spi-1: FE
201262-201526 spi-1: DF
203247-203511 spi-1: CF
205231-205496 spi-1: 3C
288953-289217 spi-1: 34
291136-291400 spi-1: BD
292922-293186 spi-1: EB
294907-295171 spi-1: FF
296924-297189 spi-1: FE
298909-299174 spi-1: DF
300894-301158 spi-1: CF
302878-303143 spi-1: 3C
388584-388849 spi-1: 34
390569-390834 spi-1: BD
392554-392818 spi-1: EB
394539-394803 spi-1: FF
396556-396821 spi-1: FE
398541-398807 spi-1: DF
400526-400790 spi-1: CF
402510-402775 spi-1: 3C
488216-488481 spi-1: 34
490201-490467 spi-1: BD
492186-492450 spi-1: EB
494170-494435 spi-1: FF
496254-496519 spi-1: FE
498173-498437 spi-1: DF
500158-500422 spi-1: CF
502142-502407 spi-1: 3C
587848-588113 spi-1: 34
589833-590097 spi-1: BD
591818-592082 spi-1: EB
593802-594067 spi-1: FF
595820-596085 spi-1: FE
597904-598170 spi-1: DF
599789-600054 spi-1: CF
601774-602039 spi-1: 3C
687480-687745 spi-1: 34
689465-689729 spi-1: BD
691615-691879 spi-1: EB
693434-693699 spi-1: FF
695452-695718 spi-1: FE
697437-697701 spi-1: DF
699421-699686 spi-1: CF
701406-701671 spi-1: 3C
789097-789361 spi-1: 34
791081-791346 spi-1: BD
793066-793331 spi-1: EB
795084-795348 spi-1: FF
797069-797333 spi-1: FE
799053-799318 spi-1: DF
801104-801369 spi-1: CF
803056-803320 spi-1: 3C
888729-888993 spi-1: 34
890713-890978 spi-1: BD
892764-893029 spi-1: EB
894716-894980 spi-1: FF
896767-897031 spi-1: FE
898685-898950 spi-1: DF
900670-900934 spi-1: CF
902688-902952 spi-1: 3C
988360-988625 spi-1: 34
990345-990610 spi-1: BD
992330-992594 spi-1: EB
994348-994612 spi-1: FF
996332-996597 spi-1: FE
998383-998648 spi-1: DF
1000302-1000566 spi-1: CF
1002320-1002584 spi-1: 3C
1086008-1086272 spi-1: 34
1087992-1088257 spi-1: BD
1089977-1090242 spi-1: EB
1092094-1092359 spi-1: FF
1093980-1094244 spi-1: FE
1095964-1096229 spi-1: DF
1097949-1098215 spi-1: CF
1099934-1100198 spi-1: 3C
1185640-1185904 spi-1: 34
1187624-1187889 spi-1: BD
1189609-1189875 spi-1: EB
1191594-1191858 spi-1: FF
1193611-1193876 spi-1: FD
1195596-1195861 spi-1: DF
1197581-1197845 spi-1: CF
1199566-1199830 spi-1: 3C
1285271-1285536 spi-1: 34
1287256-1287521 spi-1: BD
1289241-1289505 spi-1: EB
1291226-1291490 spi-1: FF
1293243-1293508 spi-1: FD
1295228-1295493 spi-1: DF
1297246-1297510 spi-1: CF
1299197-1299462 spi-1: 3C
1384903-1385168 spi-1: 34
1386888-1387153 spi-1: BD
1388873-1389137 spi-1: EB
1390857-1391122 spi-1: FF
1392875-1393140 spi-1: FD
1394860-1395124 spi-1: DF
1396845-1397109 spi-1: CF
1398862-1399127 spi-1: 3C
1484535-1484800 spi-1: 34
1486520-1486784 spi-1: BD
1488505-1488769 spi-1: EB
1490555-1490820 spi-1: FF
1492540-1492805 spi-1: FD
1494492-1494756 spi-1: DF
1496477-1496741 spi-1: CF
1498461-1498726 spi-1: 3C
1584167-1584432 spi-1: 34
1586152-1586416 spi-1: BD
1588137-1588401 spi-1: EB
1590121-1590386 spi-1: FF
1592139-1592405 spi-1: FD
1594157-1594421 spi-1: DF
1596108-1596373 spi-1: CF
1598093-1598358 spi-1: 3C
1683997-1684262 spi-1: 34
1685784-1686048 spi-1: BD
1687768-1688033 spi-1: EB
1689753-1690018 spi-1: FF
1691771-1692035 spi-1: FD
1693756-1694020 spi-1: DF
1695740-1696005 spi-1: CF
1697725-1697991 spi-1: 3C
1783431-1783695 spi-1: 34
1785416-1785680 spi-1: BD
1787400-1787665 spi-1: EB
1789385-1789651 spi-1: FF
1791403-1791667 spi-1: FD
1793387-1793652 spi-1: DF
1795372-1795637 spi-1: CF
1797357-1797621 spi-1: 3C
1883063-1883327 spi-1: 34
1885047-1885312 spi-1: BD
1887032-1887297 spi-1: EB
1889017-1889281 spi-1: FF
1891035-1891299 spi-1: FD
1893019-1893284 spi-1: DF
1895004-1895269 spi-1: CF
1896989-1897253 spi-1: 3C
1982695-1982959 spi-1: 34
1984679-1984944 spi-1: BD
1986664-1986929 spi-1: EB
1988649-1988913 spi-1: FF
1990964-1991229 spi-1: FD
1992651-1992916 spi-1: DF
1994636-1994900 spi-1: CF
1996621-1996885 spi-1: 3C
2082327-2082591 spi-1: 34
2084410-2084675 spi-1: BD
2086296-2086560 spi-1: EB
2088314-2088578 spi-1: FF
2090298-2090563 spi-1: FD
2092283-2092548 spi-1: DF
2094268-2094532 spi-1: CF
2096253-2096517 spi-1: 3C
2181958-2182223 spi-1: 14
2183943-2184208 spi-1: BD
2185928-2186192 spi-1: EB
2187913-2188177 spi-1: FF
2189930-2190195 spi-1: FD
2191915-2192181 spi-1: DF
2193900-2194164 spi-1: CF
2195884-2196149 spi-1: 1C
2281590-2281855 spi-1: 34
2283575-2283841 spi-1: BD
2285560-2285824 spi-1: EB
2287544-2287809 spi-1: FF
2289562-2289827 spi-1: FD
2291547-2291811 spi-1: DF
2293532-2293796 spi-1: CF
2295516-2295781 spi-1: 3C
2383207-2383471 spi-1: 34
2385192-2385456 spi-1: BD
2387209-2387474 spi-1: EB
2389194-2389459 spi-1: FF
2391443-2391708 spi-1: FD
2393163-2393428 spi-1: DF
2395148-2395413 spi-1: CF
2397166-2397430 spi-1: 3C
2482839-2483103 spi-1: 14
2484857-2485121 spi-1: BD
2486841-2487106 spi-1: EB
2488826-2489090 spi-1: FF
2490811-2491075 spi-1: FD
2492795-2493060 spi-1: DF
2494813-2495078 spi-1: CF
2496798-2497062 spi-1: 1C
2580486-2580750 spi-1: 34
2582471-2582735 spi-1: BD
2584455-2584720 spi-1: EB
2586473-2586738 spi-1: FF
2588458-2588722 spi-1: FD
2590442-2590707 spi-1: DF
2592427-2592692 spi-1: CF
2594412-2594676 spi-1: 3C
2680382-2680647 spi-1: 34
2682102-2682367 spi-1: BD
2684087-2684352 spi-1: EB
2686105-2686371 spi-1: FF
2688090-2688354 spi-1: FD
2690074-2690339 spi-1: DF
2692059-2692324 spi-1: CF
2694077-2694341 spi-1: 3C
2779750-2780014 spi-1: 94
2781734-2781999 spi-1: 2E
2783719-2783984 spi-1: CC
2785737-2786001 spi-1: CC
2787722-2787986 spi-1: 86
2789706-2789971 spi-1: B7
2791691-2791955 spi-1: FF
2793676-2793940 spi-1: 9C
2879381-2879646 spi-1: B4
2881366-2881631 spi-1: BE
2883351-2883615 spi-1: D6
2885369-2885633 spi-1: FF
2887353-2887618 spi-1: FF
2889338-2889604 spi-1: DF
2891323-2891587 spi-1: 6F
2893340-2893605 spi-1: BC
2979013-2979278 spi-1: B4
2980998-2981264 spi-1: 2D
2982983-2983247 spi-1: EA
2985034-2985298 spi-1: AE
2986985-2987250 spi-1: BD
2988970-2989234 spi-1: CA
2990955-2991219 spi-1: FF
2992972-2993237 spi-1: BC
3078645-3078910 spi-1: 94
3080630-3080894 spi-1: BE
3082614-3082879 spi-1: D6
3084632-3084897 spi-1: FF
3086617-3086881 spi-1: FF
3088602-3088866 spi-1: DF
3090586-3090851 spi-1: 6F
3092604-3092869 spi-1: 9C
3176292-3176557 spi-1: B4
3178277-3178541 spi-1: 6C
3180262-3180526 spi-1: 00
3182279-3182544 spi-1: FF
3184264-3184530 spi-1: FF
3186249-3186513 spi-1: FF
3188233-3188498 spi-1: FF
3190218-3190483 spi-1: BC
3275924-3276188 spi-1: B4
3277909-3278173 spi-1: BE
3279893-3280158 spi-1: D6
3281878-3282143 spi-1: FF
3283896-3284160 spi-1: FF
3285881-3286145 spi-1: DF
3287865-3288130 spi-1: 6F
3289850-3290114 spi-1: BC
3377540-3377805 spi-1: B4
3379525-3379790 spi-1: 6B
3381510-3381774 spi-1: 00
3383528-3383792 spi-1: FF
3385512-3385777 spi-1: FF
3387497-3387763 spi-1: FF
3389482-3389746 spi-1: FF
3391499-3391764 spi-1: BC
3477172-3477437 spi-1: B4
3479157-3479421 spi-1: BE
3481142-3481406 spi-1: D6
3483159-3483424 spi-1: FF
3485144-3485409 spi-1: FF
3487129-3487393 spi-1: DF
3489113-3489378 spi-1: 6F
3491131-3491396 spi-1: BC
3576804-3577070 spi-1: B4
3578789-3579053 spi-1: 6A
3580773-3581038 spi-1: 00
3582791-3583056 spi-1: FF
3584776-3585040 spi-1: FF
3586761-3587025 spi-1: FF
3588745-3589010 spi-1: FF
3590763-3591028 spi-1: BC
3674451-3674716 spi-1: B4
3676436-3676700 spi-1: BE
3678421-3678685 spi-1: D6
3680405-3680670 spi-1: FF
3682423-3682689 spi-1: FF
3684408-3684672 spi-1: DF
3686392-3686657 spi-1: 6F
3688377-3688642 spi-1: BC
3774083-3774347 spi-1: B4
3776068-3776332 spi-1: 69
3778052-3778317 spi-1: 00
3780037-3780303 spi-1: FF
3782055-3782319 spi-1: FF
3784039-3784304 spi-1: FF
3786024-3786289 spi-1: FF
3788009-3788273 spi-1: BC
3875699-3875964 spi-1: B4
3877684-3877949 spi-1: BE
3879669-3879933 spi-1: D6
3881687-3881951 spi-1: FF
3883671-3883936 spi-1: FF
3885656-3885922 spi-1: DF
3887641-3887905 spi-1: 6F
3889658-3889923 spi-1: BC
3975331-3975596 spi-1: B4
3977316-3977580 spi-1: 2E
3979301-3979565 spi-1: CC
3981318-3981583 spi-1: CC
3983303-3983568 spi-1: 86
3985288-3985552 spi-1: B7
3987272-3987537 spi-1: FF
3989290-3989555 spi-1: BC
4074963-4075229 spi-1: B4
4076948-4077212 spi-1: BE
4078932-4079197 spi-1: D6
4080950-4081215 spi-1: FF
4082935-4083199 spi-1: FF
4084920-4085184 spi-1: DF
4086904-4087169 spi-1: 6F
4088922-4089188 spi-1: BC
4172610-4172875 spi-1: B4
4174595-4174859 spi-1: 2E
4176579-4176844 spi-1: CC
4178564-4178829 spi-1: CC
4180582-4180848 spi-1: 86
4182567-4182831 spi-1: B7
4184551-4184816 spi-1: FF
4186602-4186867 spi-1: BC
2035021-2061965 rnsMfd2-1: 0xCA
2061965-2086672 rnsMfd2-1: 0x34
2086672-2109143 rnsMfd2-1: 0x30
2109143-2140559 rnsMfd2-1: 0xCF
2336440-2363384 rnsMfd2-1: 0xCA
2363384-2388091 rnsMfd2-1: 0x34
2388091-2410562 rnsMfd2-1: 0x28
2410562-2441978 rnsMfd2-1: 0xD7
2638185-2665129 rnsMfd2-1: 0xCA
2665129-2689836 rnsMfd2-1: 0x34
2689836-2714544 rnsMfd2-1: 0x1C
2714544-2743723 rnsMfd2-1: 0xE3
2941962-2968905 rnsMfd2-1: 0xCA
2968905-2993613 rnsMfd2-1: 0x34
2993613-3016084 rnsMfd2-1: 0x28
3016084-3047500 rnsMfd2-1: 0xD7
4272242-4272506 spi-1: B4
4274227-4274491 spi-1: BE
4276211-4276476 spi-1: D6
4278196-4278462 spi-1: FF
4280214-4280478 spi-1: FF
4282198-4282463 spi-1: DF
4284183-4284448 spi-1: 6F
4286168-4286432 spi-1: BC
4371874-4372138 spi-1: B4
4373858-4374123 spi-1: 2D
4375843-4376108 spi-1: EA
4377828-4378092 spi-1: AE
4379846-4380110 spi-1: BD
4381830-4382095 spi-1: CA
4383815-4384081 spi-1: FF
4385833-4386097 spi-1: BC
4471539-4471803 spi-1: B4
4473490-4473755 spi-1: BE
4475475-4475741 spi-1: D6
4477460-4477724 spi-1: FF
4479477-4479742 spi-1: FF
4481462-4481727 spi-1: DF
4483447-4483711 spi-1: 6F
4485432-4485696 spi-1: BC
4571137-4571402 spi-1: B4
4573122-4573387 spi-1: 6C
4575107-4575371 spi-1: 00
4577091-4577356 spi-1: FF
4579109-4579374 spi-1: FF
4581094-4581360 spi-1: FF
4583079-4583343 spi-1: FF
4585063-4585328 spi-1: BC
4672754-4673018 spi-1: B4
4674739-4675003 spi-1: BE
4676756-4677021 spi-1: D6
4678741-4679006 spi-1: FF
4680726-4680990 spi-1: FF
4682710-4682975 spi-1: DF
4684695-4684960 spi-1: 6F
4686713-4686979 spi-1: BC
4770401-4770666 spi-1: B4
4772386-4772650 spi-1: 6B
4774370-4774635 spi-1: 00
4776355-4776620 spi-1: FF
4778373-4778637 spi-1: FF
4780358-4780622 spi-1: FF
4782342-4782607 spi-1: FF
4784327-4784593 spi-1: BC
4872018-4872282 spi-1: B4
4874002-4874267 spi-1: BE
4876020-4876286 spi-1: D6
4878005-4878269 spi-1: FF
4879989-4880254 spi-1: FF
4881974-4882239 spi-1: DF
4883959-4884223 spi-1: 6F
4885977-4886241 spi-1: BC
4971649-4971914 spi-1: B4
4973634-4973899 spi-1: 6A
4975652-4975916 spi-1: 00
4977637-4977901 spi-1: FF
4979621-4979886 spi-1: FF
4981606-4981870 spi-1: FF
4983591-4983855 spi-1: FF
4985608-4985873 spi-1: BC
5071281-5071546 spi-1: B4
5073266-5073530 spi-1: BE
5075284-5075548 spi-1: D6
5077268-5077533 spi-1: FF
5079253-5079518 spi-1: FF
5081238-5081502 spi-1: DF
5083222-5083487 spi-1: 6F
5085240-5085505 spi-1: BC
5168928-5169193 spi-1: B4
5170913-5171179 spi-1: 69
5172898-5173162 spi-1: 00
5174915-5175180 spi-1: FF
5176900-5177165 spi-1: FF
5178885-5179149 spi-1: FF
5180870-5181134 spi-1: FF
5182854-5183119 spi-1: BC
5270545-5270809 spi-1: B4
5272529-5272794 spi-1: BE
5274547-5274812 spi-1: D6
5276532-5276798 spi-1: FF
5278517-5278781 spi-1: FF
5280501-5280766 spi-1: DF
5282519-5282784 spi-1: 6F
5284504-5284768 spi-1: BC
5370177-5370441 spi-1: B4
5372161-5372426 spi-1: 2E
5374179-5374444 spi-1: CC
5376164-5376428 spi-1: CC
5378148-5378413 spi-1: 86
5380133-5380398 spi-1: B7
5382151-5382415 spi-1: FF
5384136-5384400 spi-1: BC
5469808-5470073 spi-1: B4
5471793-5472058 spi-1: BE
5473811-5474075 spi-1: D6
5475796-5476060 spi-1: FF
5477780-5478045 spi-1: FF
5479765-5480031 spi-1: DF
5481783-5482047 spi-1: 6F
5483767-5484032 spi-1: BC
5569440-5569705 spi-1: B4
5571425-5571689 spi-1: 2E
5573443-5573707 spi-1: CC
5575427-5575692 spi-1: CC
5577412-5577677 spi-1: 86
5579397-5579661 spi-1: B7
5581415-5581679 spi-1: FF
5583399-5583664 spi-1: BC
5667087-5667352 spi-1: B4
5669072-5669338 spi-1: BE
5671057-5671321 spi-1: D6
5673074-5673339 spi-1: FF
5675059-5675324 spi-1: FF
5677044-5677308 spi-1: DF
5679029-5679293 spi-1: 6F
5681046-5681311 spi-1: BC
5766719-5766984 spi-1: B4
5768704-5768968 spi-1: 2D
5770689-5770953 spi-1: EA
5772706-5772971 spi-1: AE
5774691-5774957 spi-1: BD
5776676-5776940 spi-1: CA
5778660-5778925 spi-1: FF
5780678-5780943 spi-1: BC
